handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_06714fd3-662f-5138-ce72-b82d91338c64,Variant,,,,,K10,,,,true,,,3,,,,,Free(6-14),,,"Apricot, Curry, Grey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_06714fd3-662f-5138-ce72-b82d91338c64,Variant,,,,,K10,,,,true,,,4,,,,,Free(6-14),,,"Light pink, White, Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f067ecfa-38ce-1fcd-5a16-c70071d96ad6,Product,3in1 Striped Tank Top,,7ee6d5_d35bd3d419614789bfe7ce3d4f29de03~mv2.png;7ee6d5_9efb1d77123f435fad95d0ef6f439652~mv2.png;7ee6d5_7cb4c9ee2fb84028b8d5e73b79be2ed8~mv2.png;7ee6d5_eb71ca3316ff4dd8ae51286bff130dee~mv2.png;7ee6d5_0ee092ccb32940a8a52694b1e6a33e9f~mv2.png;7ee6d5_64b582265b2c458a98dccde1d55a73b8~mv2.png,New Arrivals;Tops;Deals,,New Arrivals,100.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,Free(6-14),Choices,DROP_DOWN,"Wine, Green, Blue black;Black, pink, blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f067ecfa-38ce-1fcd-5a16-c70071d96ad6,Variant,,,,,K8,,,,true,,,9,,,,,Free(6-14),,,"Black, pink, blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f067ecfa-38ce-1fcd-5a16-c70071d96ad6,Variant,,,,,K8,,,,true,,,11,,,,,Free(6-14),,,"Wine, Green, Blue black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_928d3d42-4575-22cb-3450-a886a1380a66,Product,Dede’s Halter Neck,,00fc05_596492aa40fa457b8e50178158c6f36f~mv2.jpg;00fc05_a7f6eeba8178432eae052966b32bf51b~mv2.jpg,Dresses;Short Dress;New Arrivals,,New Arrivals,180.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,Medium (10/12);Large(12/14);Extra large(14/16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miss Tokyo
product_928d3d42-4575-22cb-3450-a886a1380a66,Variant,,,,,L6,,,,true,,,2,,,,,Extra large(14/16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_928d3d42-4575-22cb-3450-a886a1380a66,Variant,,,,,L6,,,,true,,,5,,,,,Large(12/14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_928d3d42-4575-22cb-3450-a886a1380a66,Variant,,,,,L6,,,,true,,,2,,,,,Medium (10/12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8b7c759e-fd4e-9bec-c7d6-133ee75b790f,Product,Polo Striped Body-con Dress,,00fc05_28d71e4314a44cc396d3926c7bf2aa63~mv2.png;00fc05_db86f082b960492b88c7308fc87bb424~mv2.jpg;00fc05_9164ccddb2074d67a3cc2c9f761e9763~mv2.jpg;00fc05_4565b957433246418677fcdc861a8657~mv2.jpg;00fc05_681c388af4424a458226cbc94af4cd4c~mv2.jpg,Dresses;New Arrivals;Short Dress,I6,New Arrivals,180.0,,false,PERCENT,0.0,5,,,Size,DROP_DOWN,Free size (8-14),Color ,DROP_DOWN,Red;Black;Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miss Tokyo
product_b948cdd7-3484-4d87-1ae3-8646fd4893dc,Product,Zip-Up Jacket ,,dcd1f6_1aa4c69729f74682ae94469839ebf06a~mv2.jpg;dcd1f6_044d2fd0ee444267b4e5e2575b00e709~mv2.png;dcd1f6_b48b00f6171b46398c40cf035e44fd4b~mv2.jpg;dcd1f6_cb1c4e432adb42fab00128032cf5b332~mv2.png,Tops;New Arrivals,K6,New Arrivals,100.0,,true,PERCENT,0.0,InStock,,,Color,COLOR,"rgb(6,148,148):Teal Green;rgb(0,0,0):Black",Size,DROP_DOWN,Large;Medium;Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2c675abb-ca17-81e0-56f3-dff6e6e70227,Product,Hip pad Shaper ,,f740b3_83db7cb5e4104df887ea54d75d3d088b~mv2.png,Shapers;New Arrivals;Underwear,M1-M4,New Arrivals,150.0,,true,PERCENT,0.0,InStock,,,Size,DROP_DOWN,2 Extra Large;Extra large;Large;Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3306e8b4-dc57-db97-40b8-d7d289eb0d7b,Product,Buttons V Neck Top,,7ecd46_9873d0528e0a42528ef8eca71cffa76d~mv2.jpg;7ecd46_02411ff205a54a229c51456853bd0479~mv2.jpg;7ecd46_6a7121f1f6b14365b638063764e63b21~mv2.jpg;7ecd46_ac1dc1cddf2c4ec5b99684b368114906~mv2.jpg,Deals 2 for 180;New Arrivals;Tops,C11,New Arrivals,100.0,,true,PERCENT,0.0,InStock,,,Color ,COLOR,"#ffffff:White;rgb(115,115,115):Off white;rgb(10,0,71):Blueblack;#000000:Black",Size,DROP_DOWN,Free(8-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0bd83a85-fa16-685b-fb0e-5f42b31503a6,Product,Lovely Sleep 2 piece ,,f740b3_2536773fc60c497e8a5a28b713de948b~mv2.jpg;f740b3_12061cfc46064bed8e9375e1072c2a14~mv2.jpg;f740b3_d0334a91fab44ee0ae8a4c662342bb0e~mv2.jpg,Night Wear;New Arrivals,E23,New Arrivals,100.0,,true,PERCENT,0.0,InStock,,,Color,COLOR,"rgb(0,255,239):Turquoise blue;#e6090c:Red;rgb(152,0,255):Violet",Size,DROP_DOWN,Free (8-16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bd699468-e6cc-9501-b270-d6405f08c67d,Product,Kyra Contrast Romper,,2306b4_c620df9e54614edd961705d2d993d4c5~mv2.png;2306b4_2782fdd8fba84fa387661a771bf022ab~mv2.png;2306b4_bc3f99abc7de48ba977cb03ab332ffe6~mv2.png,Rompers;Active Wear,,New Arrivals,150.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,Extra large;Large;Small,Color,COLOR,"rgb(6,16,71):Blue black;rgb(255, 0, 0):Red;rgb(0, 0, 0):Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bd699468-e6cc-9501-b270-d6405f08c67d,Variant,,,,,J4,,,,true,,,1,,,,,Small,,,"rgb(6,16,71):Blue black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bd699468-e6cc-9501-b270-d6405f08c67d,Variant,,,,,J4,,,,false,,,0,,,,,Extra large,,,"rgb(6,16,71):Blue black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bd699468-e6cc-9501-b270-d6405f08c67d,Variant,,,,,J4,,,,true,,,1,,,,,Small,,,"rgb(255, 0, 0):Red",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bd699468-e6cc-9501-b270-d6405f08c67d,Variant,,,,,J4,,,,true,,,1,,,,,Large,,,"rgb(6,16,71):Blue black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bd699468-e6cc-9501-b270-d6405f08c67d,Variant,,,,,J4,,,,false,,,0,,,,,Small,,,"rgb(0, 0, 0):Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bd699468-e6cc-9501-b270-d6405f08c67d,Variant,,,,,J4,,,,false,,,0,,,,,Extra large,,,"rgb(0, 0, 0):Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bd699468-e6cc-9501-b270-d6405f08c67d,Variant,,,,,J4,,,,true,,,1,,,,,Extra large,,,"rgb(255, 0, 0):Red",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bd699468-e6cc-9501-b270-d6405f08c67d,Variant,,,,,J4,,,,false,,,0,,,,,Large,,,"rgb(0, 0, 0):Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bd699468-e6cc-9501-b270-d6405f08c67d,Variant,,,,,J4,,,,false,,,0,,,,,Large,,,"rgb(255, 0, 0):Red",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ff0004f5-4e63-996f-53d8-9fa4f6466ab1,Product,M Charm,,7ecd46_60a457e038bd4bc9bdc98e1eef7e749f~mv2.png;7ecd46_0e112de09fe74c19bb1159f4674a5d16~mv2.png;7ecd46_af71073c74b548a4a8b869a0b4779ce5~mv2.png;7ecd46_f4c39df49c9f45dbb092266de22bb4c4~mv2.png;7ecd46_3f2319fbaa3c477194ea613cacbc16e1~mv2.png;7ecd46_e69574c7c0cb45639bf1e94620095e17~mv2.jpg;7ecd46_020e7a2958e84fa5a9e6a29f19cbfead~mv2.jpg,Deals 2 for 180;Tops;New Arrivals,,New Arrivals,100.0,,true,PERCENT,0.0,0,,,Color ,COLOR,"rgb(0,0,51):Blue;rgb(156,156,156):Off white;rgb(150,150,150):Grey;rgb(46,1,0):Wine;#ffffff:White;#000000:Black",Size,DROP_DOWN,Free(8-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ff0004f5-4e63-996f-53d8-9fa4f6466ab1,Variant,,,,,C5,,,,true,,,4,,,,,"rgb(0,0,51):Blue",,,Free(8-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ff0004f5-4e63-996f-53d8-9fa4f6466ab1,Variant,,,,,C5,,,,true,,,4,,,,,"rgb(46,1,0):Wine",,,Free(8-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ff0004f5-4e63-996f-53d8-9fa4f6466ab1,Variant,,,,,C5,,,,true,,,4,,,,,#ffffff:White,,,Free(8-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ff0004f5-4e63-996f-53d8-9fa4f6466ab1,Variant,,,,,C5,,,,true,,,4,,,,,#000000:Black,,,Free(8-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ff0004f5-4e63-996f-53d8-9fa4f6466ab1,Variant,,,,,C5,,,,true,,,5,,,,,"rgb(156,156,156):Off white",,,Free(8-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ff0004f5-4e63-996f-53d8-9fa4f6466ab1,Variant,,,,,C5,,,,true,,,5,,,,,"rgb(150,150,150):Grey",,,Free(8-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_42be21d6-3440-fdd7-11a3-b2c794fedf47,Product,V Neck Basic Top,,7ee6d5_17baf932e0194be3bc25d367dff91894~mv2.avif;7ee6d5_c8f3c2c035994767b9b5d4359387b3f0~mv2.avif;7ee6d5_4835e0f0ccc84580bf8f51ee854d7c32~mv2.avif;7ee6d5_12cc2c4450314ec59e3fe873ba296d71~mv2.avif,Deals;Deals 2 for 180;Tops,C4,New Arrivals,100.0,,false,PERCENT,0.0,InStock,,,Size,DROP_DOWN,Free size (8-14),Color,COLOR,"#ffffff:White;rgb(255,241,0):Yellow;black:Black;rgb(6,16,71):Blue black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_70aff04e-f8ff-a83c-c51e-3eb688002aae,Product,Padded Jumpsuit,,00fc05_fa3a1931e83949d5917a5d2733f7d0d5~mv2.png;00fc05_7c415ab97fee45bab07a6839edecf07f~mv2.png;00fc05_64c224ca84e44429acf1ed2a86fc8a9e,Active Wear;Jumpsuit;New Arrivals,K4,New Arrivals,160.0,,true,PERCENT,0.0,InStock,,,Size,DROP_DOWN,Large;Extra large;Medium;Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miss Tokyo
product_30b5237a-1222-7870-2cff-385d86967a54,Product,Lena Dress,,7ee6d5_9fd8480ecbdb43a698c096a778807538~mv2.jpeg,New Arrivals;Dresses,"E7, E8",New Arrivals,180.0,,true,PERCENT,0.0,InStock,,,Size,DROP_DOWN,Free(6-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_18d9ca35-fc21-5226-e775-2be244fb63b1,Product,FAJA ,,dcd1f6_b0562eb0e8844f39942e41d1a1cf968a~mv2.jpg;dcd1f6_94a692d19f504d739fd8f98390e50a61~mv2.png;dcd1f6_2f9ea2d1319c461793a7e486decc4e8c~mv2.jpg;dcd1f6_d012ffdba0a9475399860ceca02aca47~mv2.jpg,New Arrivals;Body Shappers,K11,New Arrivals,200.0,,false,PERCENT,0.0,InStock,,,Color,COLOR,"rgb(255,253,208):Cream;rgb(0,0,0):Black",Size,DROP_DOWN,Medium;Large;Extra large;2 Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ba75d1c4-5b4c-0b8b-0ed9-bad2b591c543,Product,Bragga Body Shaper,,2306b4_14acb1544bb3443a8f341f11323e497a~mv2.png;2306b4_716090a6916e46c0bb08777789a7727f~mv2.png,Body Shappers;New Arrivals,,New Arrivals,100.0,,false,PERCENT,0.0,0,,,Color,COLOR,"rgb(0,0,0):Black;rgb(251,206,177):Nude",Size,DROP_DOWN,2 Extra Large;Extra large;Large;Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ba75d1c4-5b4c-0b8b-0ed9-bad2b591c543,Variant,,,,,K12,,,,true,,,1,,,,,"rgb(251,206,177):Nude",,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ba75d1c4-5b4c-0b8b-0ed9-bad2b591c543,Variant,,,,,K12,,,,false,,,0,,,,,"rgb(251,206,177):Nude",,,2 Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ba75d1c4-5b4c-0b8b-0ed9-bad2b591c543,Variant,,,,,K12,,,,true,,,0,,,,,"rgb(0,0,0):Black",,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ba75d1c4-5b4c-0b8b-0ed9-bad2b591c543,Variant,,,,,K12,,,,true,,,1,,,,,"rgb(251,206,177):Nude",,,Extra large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ba75d1c4-5b4c-0b8b-0ed9-bad2b591c543,Variant,,,,,K12,,,,true,,,1,,,,,"rgb(251,206,177):Nude",,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ba75d1c4-5b4c-0b8b-0ed9-bad2b591c543,Variant,,,,,K12,,,,false,,,0,,,,,"rgb(0,0,0):Black",,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ba75d1c4-5b4c-0b8b-0ed9-bad2b591c543,Variant,,,,,K12,,,,true,,,1,,,,,"rgb(0,0,0):Black",,,Extra large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ba75d1c4-5b4c-0b8b-0ed9-bad2b591c543,Variant,,,,,K12,,,,true,,,4,,,,,"rgb(0,0,0):Black",,,2 Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5ebb8f38-8036-ff4f-6b09-48645762f7b3,Product,98 Basic Top,,7ee6d5_8743c2cf53144ffd8cc850316d955577~mv2.avif;7ee6d5_dccbe90bf10148a496b0e425f145cee4~mv2.avif;7ee6d5_12cc2c4450314ec59e3fe873ba296d71~mv2.avif,Tops;New Arrivals;Deals 2 for 180,C3,New Arrivals,100.0,,true,PERCENT,0.0,InStock,,,Size,DROP_DOWN,Free(6-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4bdf1bbd-ef4b-1212-121c-5c94948de604,Product,CK Top,,7ecd46_6f42fadbcead47d592a9dfa31fe5e423~mv2.jpg;7ecd46_821775c802084cbbb7c4610a53aa71ce~mv2.jpg;7ecd46_a44f04db30c143a8aaa52256e2c1527d~mv2.jpg;7ecd46_f1ec71b0fff54f7b965e120d187e1b02~mv2.png;7ecd46_36b345f5d8624ab3bf77a528c752c945~mv2.png,Deals 2 for 180;New Arrivals;Tops;Deals,,New Arrivals,100.0,,true,PERCENT,0.0,0,,,Color ,COLOR,"rgb(117,62,62):Brown;rgb(10,0,71):Blueblack;#ffffff:White;#000000:Black",Size,DROP_DOWN,Free(8-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4bdf1bbd-ef4b-1212-121c-5c94948de604,Variant,,,,,C1,,,,true,,,2,,,,,#ffffff:White,,,Free(8-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4bdf1bbd-ef4b-1212-121c-5c94948de604,Variant,,,,,C1,,,,true,,,0,,,,,#000000:Black,,,Free(8-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4bdf1bbd-ef4b-1212-121c-5c94948de604,Variant,,,,,C1,,,,true,,,2,,,,,"rgb(10,0,71):Blueblack",,,Free(8-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4bdf1bbd-ef4b-1212-121c-5c94948de604,Variant,,,,,C1,,,,true,,,0,,,,,"rgb(117,62,62):Brown",,,Free(8-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7fb4c082-fd81-bb35-f55a-b1f9e8f81acb,Product,Tummy Control Pant,,dcd1f6_a8bbf68f69c244a29639860c4921ec92~mv2.png;dcd1f6_88ed2f88f92448cfab5716599dbad6d4~mv2.png;dcd1f6_5d6542270a284538a5546bec84e63585~mv2.png;dcd1f6_513d3c01405945f6bd26bbaaaae0426e~mv2.png;dcd1f6_34eddd337e17425ea401c42aacdce35e~mv2.png,Underwear;New Arrivals;Body Shappers,J10,New Arrivals,100.0,,true,PERCENT,0.0,InStock,,,Choices,DROP_DOWN,"Black,apricot,nude",Size,DROP_DOWN,Medium;Large;Extra large;2 Extra Large;3 Extra large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6e0c00cb-1353-26d3-2ed1-0e59dd44fbf2,Product,Bbl Set WIth jacket ,,f740b3_e6739b3ea5524fa3b5ff56225f468872~mv2.png;f740b3_92e049ca25e2470dbf464d9ac589f016~mv2.png;f740b3_79c96efc4f494d4a96363d5c90feed80~mv2.png;f740b3_90ec6e228f40494eae79137f965cfe17~mv2.png;f740b3_f16b0bca1f554287bf80dc98ac7dfbd9~mv2.png,Active Wear;Two Piece;New Arrivals;Pants Set,,50% OFF,250.0,,true,PERCENT,0.0,InStock,,,Size,DROP_DOWN,3 Extra large;2 Extra Large;Extra large;Medium,Color,COLOR,"rgb(145,131,160):Purple;rgb(112,112,112):Ash;rgb(6,16,71):Blue black;rgb(187,119,136):Muve",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6e0c00cb-1353-26d3-2ed1-0e59dd44fbf2,Variant,,,,,J5,,,,true,,,InStock,,,,,2 Extra Large,,,"rgb(6,16,71):Blue black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6e0c00cb-1353-26d3-2ed1-0e59dd44fbf2,Variant,,,,,J5,,,,true,,,InStock,,,,,Extra large,,,"rgb(112,112,112):Ash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6e0c00cb-1353-26d3-2ed1-0e59dd44fbf2,Variant,,,,,J5,,,,true,,,InStock,,,,,Medium,,,"rgb(145,131,160):Purple",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6e0c00cb-1353-26d3-2ed1-0e59dd44fbf2,Variant,,,,,J5,,,,true,,,InStock,,,,,Extra large,,,"rgb(187,119,136):Muve",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6e0c00cb-1353-26d3-2ed1-0e59dd44fbf2,Variant,,,,,J5,,,,true,,,InStock,,,,,2 Extra Large,,,"rgb(112,112,112):Ash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6e0c00cb-1353-26d3-2ed1-0e59dd44fbf2,Variant,,,,,J5,,,,true,,,InStock,,,,,2 Extra Large,,,"rgb(187,119,136):Muve",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6e0c00cb-1353-26d3-2ed1-0e59dd44fbf2,Variant,,,,,J5,,,,true,,,InStock,,,,,Extra large,,,"rgb(145,131,160):Purple",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6e0c00cb-1353-26d3-2ed1-0e59dd44fbf2,Variant,,,,,J5,,,,true,,,InStock,,,,,3 Extra large,,,"rgb(6,16,71):Blue black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6e0c00cb-1353-26d3-2ed1-0e59dd44fbf2,Variant,,,,,J5,,,,true,,,InStock,,,,,Extra large,,,"rgb(6,16,71):Blue black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6e0c00cb-1353-26d3-2ed1-0e59dd44fbf2,Variant,,,,,J5,,,,true,,,InStock,,,,,Medium,,,"rgb(187,119,136):Muve",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6e0c00cb-1353-26d3-2ed1-0e59dd44fbf2,Variant,,,,,J5,,,,true,,,InStock,,,,,Medium,,,"rgb(6,16,71):Blue black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6e0c00cb-1353-26d3-2ed1-0e59dd44fbf2,Variant,,,,,J5,,,,true,,,InStock,,,,,3 Extra large,,,"rgb(187,119,136):Muve",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6e0c00cb-1353-26d3-2ed1-0e59dd44fbf2,Variant,,,,,J5,,,,true,,,InStock,,,,,3 Extra large,,,"rgb(145,131,160):Purple",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6e0c00cb-1353-26d3-2ed1-0e59dd44fbf2,Variant,,,,,J5,,,,true,,,InStock,,,,,3 Extra large,,,"rgb(112,112,112):Ash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
